year,Maker,2WIC,2WN,2WT,3WN,3WT,4WIC,HGV,HMV,HPV,LGV,LMV,LPV,MGV,MMV,MPV,OTH,TOTAL
2021,A P I MOTORS PVT LTD,0,0,0,0,234,0,0,0,0,18,1,0,0,0,0,0,253
2021,APM AUTO SALES,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,221
2021,APOLLO CARMIX EQUIPMENTS PVT LTD,0,0,0,0,0,0,0,2,0,0,4,0,0,1,0,65,72
2021,APSARA ENTERPRISE,0,0,0,0,418,0,0,0,0,0,0,0,0,0,0,0,418
2021,APTEC EQUIPMENT PRIVATE LIMITED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
2021,A R AGRO TECH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2021,ARCHIT ENTERPRISES,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,203
2021,ARD EXIM,0,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,24
2021,ARMIX CONSTRUCTION MACHINERY PVT LTD,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4
2021,A.R. MOTOR,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,48
2021,ARNA ELECTRIC AUTO PVT LTD,0,0,0,0,373,0,0,0,0,0,0,0,0,0,0,0,373
2021,ARROW AUTOMOTIVE,0,0,0,0,"1,276",0,0,0,0,1,0,0,0,0,0,0,"1,277"
2021,ASAV AUTOMOTIVE PVT LTD,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2021,ASHA IMPEX,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,35
2021,ASHA METAL INDUSTRIES,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,8
2021,ASHMA-MOTORS PVT LTD,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,294
2021,"ASHOK FABRIC & ENGG,RAIRAKHOL",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2021,ASHOK LEYLAND DEFENCE SYSTEMS LTD,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,81,83
2021,ASHOK LEYLAND LTD,0,0,0,0,0,0,"46,702",305,"2,909","45,788",71,110,"3,047",30,400,285,"99,647"
2021,ASHWA ELECTRIC,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4
2021,ASIA BODY BUILDERS & MANUFACTURERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2021,ASSAM FABRICATION WORKS,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,16
2021,ASSAM SAII MOTORS P LTD,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2021,ASTON MARTIN LAGONDA LTD,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
2021,ATHER ENERGY PVT LTD,0,"15,930",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15,930"
2021,ATTOLENT AUTO GROUP PVT LTD,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,132
2021,ATUL AUTO LTD,0,0,0,9,"14,507",0,0,0,0,220,0,0,0,0,0,41,"14,777"
2021,ATUL GREENTECH PRIVATE LIMITED,0,0,0,0,127,0,0,0,0,0,1,0,0,0,0,0,128
2021,ATUMOBILE PVT LTD,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105
2021,ATUT SANGAM,0,0,0,0,431,0,0,0,0,0,0,0,0,0,0,0,431
2021,AUDI AG,0,0,0,0,0,0,0,0,0,0,"1,042",0,0,0,0,0,"1,042"
2021,AUM ENGINEERING AND WORKS,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,9
2021,AUTOECO GREEN ENERGY PVT LTD,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,21
2021,AUTOHAUS PRIVATE LIMITED,0,0,0,0,326,0,0,0,0,0,0,0,0,0,0,0,326
2021,AUTOLITE (INDIA) LIMITED,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,139
2021,AUTOMOBILI LAMBORGHINI S.P.A,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,47
2021,A.V.AUTOMOTIVES PVT LTD,0,0,0,0,677,0,0,0,0,0,0,0,0,0,0,0,677
2021,AVL ELECTRIC VEHICLES,0,0,0,0,957,0,0,0,0,0,0,0,0,0,0,1,958
2021,AVON CYCLES LTD,0,0,0,0,470,0,0,0,0,0,0,0,0,0,0,0,470
2021,AVTAR ENGINEERING WORKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23
2021,AWACHAT INDUSTRIES LTD,0,0,0,0,0,0,0,0,0,26,"1,281",0,3,43,0,0,"1,353"
2021,AYAAN ELECTRONIC PVT LTD,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132
2021,BABA E-VEHICLES,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,39
2021,BABA HARI DAS FABRICATION,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2021,BABAJI ENGINEERING TRAILOR WORKS,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6
2021,BABA PRODUCT,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,14
2021,BAGHWAN RIKSHAW UDYOG,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7
2021,BAILI MOTOR (IMPORTER:A B MOTOSS EV PVT LTD),0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2021,BAJAJ AUTO LTD,12,"17,05,185",371,"4,757","1,38,672",2,0,0,0,"1,757",106,15,0,1,0,72,"18,50,950"
2021,BAJAJ IMPLEMENTS PVT. LTD,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,42
2021,BALAJEE ENGINEERING,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2021,BALAJI AGRO INDUSTRIES,0,0,0,0,0,0,0,0,0,0,85,0,0,1,0,0,86
2021,BALAJI ENGINEERING,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2021,BALAJI TRADING COMPANY,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7
2021,BALAN ENGINEERING PVT LTD,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,13
2021,BAL GOPAL WHEELS PVT LTD,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,86
2021,BALI AUTO INDUSTRIES,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,237
2021,BANKU BODY BUILDER,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
2021,BANSAL AGRICULTURE IMPLEMENTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2021,BAREJA AUTOMOTIVE,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,0,299
2021,"BASUDEB ENGINEERING, CUTTACK",0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,6
2021,BATTRE ELECTRIC MOBLITY PVT LTD,0,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516
2021,"BAUTI ENGINEERING,NAYAGARH",0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16
2021,BAXY LTD,0,0,0,0,390,0,0,0,0,0,0,0,0,0,0,0,390
2021,BEING INDIA ENERGY AND TECHNOLOGY PVT LTD,1,"4,758",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,759"
2021,BEML LIMITED,0,0,0,0,0,0,0,1,0,0,1,0,2,4,0,12,20
2021,BENTINCK INDUSTRIES PVT. LTD.,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,91
2021,BENTLEY MOTORS LTD,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,28
2021,BEST WAY AGENCIES PVT LTD,0,0,0,0,"5,021",0,0,0,0,0,0,0,0,0,0,0,"5,021"
2021,BESTWAY BANARASH,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,21
2021,BGAUSS AUTO PRIVATE LIMITED,0,"1,983",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,983"
2021,BHADAURIA ENTERPRISES,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6
2021,BHAGAT AGRO INDUSTRIES,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,5
2021,BHAGWAN AGRO INDUSTRIES,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,55,66
2021,BHAGYALAXMI TRAILER,0,0,0,0,0,0,0,0,0,5,25,0,0,0,0,0,30
2021,BHARAT ENGINEERING WORKS,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,42
2021,BHARATH AGRO PRODUCTS,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13
2021,BHAVE ELECTRIC VEHICLES PVT LTD,0,0,0,0,456,0,0,0,0,0,1,0,0,0,0,0,457
2021,BHM INDUSTRIES,0,0,0,0,456,0,0,0,0,0,0,0,0,0,0,0,456
2021,BHOGAL COMBINE SPARE PARTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34
2021,BHOYAR AGRO IND WARDHA,0,0,0,0,0,0,0,0,0,4,95,0,0,0,0,0,99
2021,BIDISHA ENTERPRISES PVT LTD,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10
2021,BIG BULL TRADER PVT LTD,0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,227
2021,BIJNOR ENTERPRISES,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4
2021,BISWAS ENGINEERING WORKS,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
2021,BLIX CYCLES AND E-VEHICLES PVT LTD,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2021,BLUE ENERGY COMMERCIAL VEHICLES PVT. LTD.,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20
2021,BMW INDIA PVT LTD,0,"4,742",7,0,0,1,0,0,0,0,"8,198",3,0,0,0,0,"12,951"
2021,BOOMA INNOVATIVE TRANSPORT SULUTIONS PVT LTD,0,245,239,0,0,0,0,0,0,0,0,0,0,0,0,0,484
2021,BRIGHT AUTOZONE PVT LTD,0,0,0,0,"1,708",0,0,0,0,0,0,0,0,0,0,0,"1,708"
2021,BSERAIL ENGINEERING PVT LTD,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,16
2021,BSMS AGRICULTURE WORKSHOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29
2021,BULL MACHINES PVT LTD,0,0,0,0,0,0,1,25,0,0,19,0,32,104,0,411,592
2021,BYD AUTO,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
2021,BYD INDIA PRIVATE LIMITED,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
2021,CAPCO INDUSTRIES PVT LTD,0,0,0,0,30,0,0,0,0,1,0,0,0,0,0,0,31
2021,CAPITAL AUTO INDUSTRIES,0,0,0,0,"1,545",0,0,0,0,0,0,0,0,0,0,0,"1,545"
2021,CAPTAIN TRACTORS PVT. LTD.,0,0,0,0,0,0,0,0,0,32,"3,885",1,0,0,0,0,"3,918"
2021,CARREE YUNUS VEHICLE PVT LTD,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
2021,CART INDIA,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,26
2021,CASE NEW HOLLAND CONSTRUCTION EQUIPMENT(I) PVT LTD,0,0,0,0,0,0,48,88,0,0,"2,175",0,175,678,0,"1,920","5,084"
2021,CATERPILLAR INDIA PRIVATE LIMITED,0,0,0,0,0,0,68,594,0,0,7,0,64,432,0,785,"1,950"
2021,CEEON INDIA,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,9,222
2021,CELLETRON MOTOR WORKS,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9
2021,CHAANY AGRO INDUSTRIES,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2021,CHAMPION POLY PLAST,0,0,0,0,"6,672",0,0,0,0,0,2,0,0,0,0,3,"6,677"
2021,CHANDAKE-AUTOMOBILES LLP,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,13
2021,CHANDANA CORPORATION,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133
2021,CHANNY AGRO INDUSTRIES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
2021,CHAUHAN AUTO INDUSTRIES,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,118
2021,CHEHAK BATTERIES,0,0,0,0,62,0,0,0,0,0,1,0,0,0,0,0,63
2021,CHETAK TECHNOLOGY LIMITED,0,"4,851",0,0,0,0,0,0,0,1,0,0,0,0,0,0,"4,852"
2021,CHEVROLET SALES INDIA PVT LTD,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2021,CHINA HAOCHEN (IMPORTER: ADMS MARKETING),0,135,0,0,0,0,0,0,0,0,1,0,0,0,0,0,136
2021,CHINA HAOCHEN (IMPORTER:SLSR ELECTRO),0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2021,CITADEL ENTERPRISES(OPC) PVT LTD,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,28
2021,CITYGREEN AUTO & PETRO CHEMICALS (P) LTD,0,0,0,0,586,0,0,0,0,0,0,0,0,0,0,0,586
2021,CIVIMEC ENGINEERING PVT LTD,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,6,10
2021,CLAAS INDIA P LTD,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,82,98
2021,CLASSIC LEGENDS PVT LTD,0,"27,788",4,0,0,0,0,0,0,0,0,0,0,0,0,0,"27,792"
2021,C M OVERSEAS,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,21
2021,CNH INDUSTRIAL (INDIA) PVT LTD,0,0,0,0,0,0,0,0,0,"1,617","24,517",66,2,113,0,249,"26,564"
2021,CONTINENTAL ENGINES PVT LTD,0,0,0,0,"3,130",0,0,0,0,223,0,0,0,0,0,0,"3,353"
2021,CRANE KRAFT INDIA PRIVATE LIMITED,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,2,78
2021,CREATIVE ENGINEERINGS,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
2021,CYRUS AUTO INDUSTRIES PVT LTD,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7
2021,DABASIYA LOADERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
2021,DAIMLER AG,0,0,0,0,0,0,1,0,0,0,126,2,0,0,0,0,129
2021,DAIMLER INDIA COMMERCIAL VEHICLES PVT. LTD,0,0,0,0,0,0,"11,657",8,229,1,7,0,727,2,126,5,"12,762"
2021,DAKSH INDUSTRIES,0,0,0,0,"1,126",0,0,0,0,0,0,0,0,0,0,0,"1,126"
2021,DAO EVTECH PRIVATE LIMITED,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
2021,DASHMESH TRADERS,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,55
2021,DASMESH AGRICULTURAL INDUSTRIES PVT LTD,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,17
2021,DASMESH AGRICULTURE WORKS,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,55,64
2021,DASMESH MECHANICAL WORKS PVT.LTD,0,0,0,0,0,0,0,0,0,0,22,0,0,28,0,382,432
2021,DAVE EXIM PVT LTD,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,285
2021,DEEP DRAWN TECHNOLOGIES,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
2021,"DEEPTI ENGINEERING AND IRON AND STEEL INDUSTRY, MALKANGIRI",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
2021,DELTA AUTOCORP LLP,0,0,0,0,755,0,0,0,0,0,0,0,0,0,0,0,755
2021,DELTEK ENTERPRISES PVT LTD,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8
2021,DEMAG DEMAG HC 340,0,0,0,0,0,0,0,9,0,1,0,0,0,2,0,14,26
2021,DEV AGRO INDUSTRIES,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,27,31
2021,DEVAM ELECTRIC VEHICLES PVT LTD,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,12
2021,DEVANGI ENG..,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4
2021,DEV ENGINEERING WORKS,0,0,0,0,0,0,0,0,0,107,3,0,0,0,0,0,110
2021,DEV MOTORS,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,74
2021,DEWAN AGRICULTURE WORKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
2021,DHANALAKSHMI ENGINEERING WORKS,0,0,0,0,0,0,0,0,0,17,20,0,0,0,0,0,37
2021,DHANLAXMI FABRICATORS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2021,DHANNLAXMI AUTOWORKS,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3
2021,DHAR IN PVT LTD,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,29
2021,DHAR INTERNATIONAL,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,141
2021,DHIMAN AGRICULTURE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,10
2021,DHIMAN AGRICULTURE WORKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12
2021,DHIMAN AGRO INDUSTRIES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2021,DHRITI ENTERPRISES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2021,"DIAMOND ENGG,CTC",0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10
2021,DIAMOND E VEHICLES,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,26
2021,DILIGENT MOBILITY SERVICE PVT LTD,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2021,DILLI ELECTRIC AUTO PVT LTD,0,0,0,0,"5,361",0,0,0,0,1,0,0,0,0,0,57,"5,419"
2021,DIVANSU AUTOMOBILES LTD,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,33
2021,DIVYA ENTERPRISES,0,0,0,0,416,0,0,0,0,0,0,0,0,0,0,0,416
2021,D K DIESELS PVT LTD,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
2021,D.K. MOTORS,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
2021,DODGE MOTORS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2021,DONGMA VEHICLE (IMPORTER: MERCURY METALS),0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2021,DOOSAN BOBCAT INDIA PVT LTD,0,0,0,0,0,0,3,41,0,0,95,0,19,146,0,244,548
2021,D S INDUSTRIES,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,31
2021,DSR EV MOBILITY PVT LTD,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
2021,DUCATI INDIA PVT LTD,0,287,0,0,0,0,0,0,0,0,1,0,0,0,0,0,288
2021,DUCATI MOTOR HOLDING S.P.A,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
