year,Maker,2WIC,2WN,2WT,3WN,3WT,4WIC,HGV,HMV,HPV,LGV,LMV,LPV,MGV,MMV,MPV,OTH,TOTAL
2022,BHAGWAN AGRO INDUSTRIES,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,44,47
2022,BHAGYALAXMI TRAILER,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,4
2022,BHARAT ENGINEERING WORKS,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,0,19
2022,BHARATH AGRO PRODUCTS,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,8
2022,BHAVE ELECTRIC VEHICLES PVT LTD,0,0,0,0,"1,591",0,0,0,0,0,0,0,0,0,0,0,"1,591"
2022,BHM INDUSTRIES,0,0,0,0,"1,029",0,0,0,0,0,0,0,0,0,0,0,"1,029"
2022,BHOGAL COMBINE SPARE PARTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34
2022,BHOYAR AGRO IND WARDHA,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,64
2022,BIDISHA ENTERPRISES PVT LTD,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,22
2022,BIG BULL TRADER PVT LTD,0,0,0,0,307,0,0,0,0,0,0,0,0,0,0,0,307
2022,BIJNOR ENTERPRISES,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,52
2022,BISWAS ENGINEERING WORKS,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
2022,BLIX CYCLES AND E-VEHICLES PVT LTD,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
2022,BLUE ENERGY COMMERCIAL VEHICLES PVT. LTD.,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20
2022,BMW INDIA PVT LTD,0,"6,684",12,0,0,4,0,0,0,0,"11,067",35,0,0,0,0,"17,802"
2022,BOOMA INNOVATIVE TRANSPORT SULUTIONS PVT LTD,0,245,239,0,0,0,0,0,0,0,0,0,0,0,0,0,484
2022,BRIGHT AUTOZONE PVT LTD,0,0,0,0,"3,703",0,0,0,0,0,0,0,0,0,0,0,"3,703"
2022,BSERAIL ENGINEERING PVT LTD,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,16
2022,BSMS AGRICULTURE WORKSHOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33
2022,BULL MACHINES PVT LTD,0,0,0,0,0,0,0,28,0,2,29,0,2,70,0,504,635
2022,BYD AUTO,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
2022,BYD INDIA PRIVATE LIMITED,0,0,0,0,0,0,0,0,0,0,358,95,0,0,0,0,453
2022,CAPCO INDUSTRIES PVT LTD,0,0,0,0,30,0,0,0,0,1,0,0,0,0,0,0,31
2022,CAPITAL AUTO INDUSTRIES,0,0,0,0,"1,545",0,0,0,0,0,0,0,0,0,0,0,"1,545"
2022,CAPTAIN TRACTORS PVT. LTD.,0,0,0,0,0,0,0,0,0,59,"3,212",0,0,0,0,0,"3,271"
2022,CARREE YUNUS VEHICLE PVT LTD,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
2022,CART INDIA,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7
2022,CASE NEW HOLLAND CONSTRUCTION EQUIPMENT(I) PVT LTD,0,0,0,0,0,0,1,12,0,1,"2,353",0,33,206,0,952,"3,558"
2022,CATERPILLAR INDIA PRIVATE LIMITED,0,0,0,0,0,0,9,471,0,0,4,0,15,557,0,767,"1,823"
2022,CEEON INDIA,0,0,0,0,394,0,0,0,0,0,0,0,0,0,0,0,394
2022,CELLETRON MOTOR WORKS,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11
2022,CHAANY AGRO INDUSTRIES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
2022,CHAMPION POLY PLAST,0,0,0,1,"13,090",0,0,0,0,0,0,0,0,0,0,177,"13,268"
2022,CHANDAKE-AUTOMOBILES LLP,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,13
2022,CHANDANA CORPORATION,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426
2022,CHANNY AGRO INDUSTRIES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
2022,CHAUHAN AUTO INDUSTRIES,0,0,0,0,406,0,0,0,0,0,0,0,0,0,0,0,406
2022,CHEHAK BATTERIES,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,223
2022,CHETAK TECHNOLOGY LIMITED,0,"4,851",0,0,0,0,0,0,0,1,0,0,0,0,0,0,"4,852"
2022,CHEVROLET SALES INDIA PVT LTD,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
2022,CHINA HAOCHEN (IMPORTER: ADMS MARKETING),0,135,0,0,0,0,0,0,0,0,1,0,0,0,0,0,136
2022,CHINA HAOCHEN (IMPORTER:SLSR ELECTRO),0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2022,CITADEL ENTERPRISES(OPC) PVT LTD,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,36
2022,CITYGREEN AUTO & PETRO CHEMICALS (P) LTD,0,0,0,0,827,0,0,0,0,0,0,0,0,0,0,0,827
2022,CIVIMEC ENGINEERING PVT LTD,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3
2022,CLAAS INDIA P LTD,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,102,106
2022,CLASSIC LEGENDS PVT LTD,0,"40,919",44,0,0,0,0,0,0,0,1,0,0,0,0,0,"40,964"
2022,C M OVERSEAS,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,34
2022,CNH INDUSTRIAL (INDIA) PVT LTD,0,0,0,0,0,0,0,2,0,"1,282","26,495",4,3,93,0,261,"28,140"
2022,CONTINENTAL ENGINES PVT LTD,0,0,0,0,"5,425",0,0,0,0,234,0,0,0,0,0,24,"5,683"
2022,CRANE KRAFT INDIA PRIVATE LIMITED,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,2,78
2022,CREATIVE ENGINEERINGS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2022,CYRUS AUTO INDUSTRIES PVT LTD,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,24
2022,DABASIYA LOADERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
2022,DAIMLER AG,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15
2022,DAIMLER INDIA COMMERCIAL VEHICLES PVT. LTD,0,0,0,0,0,0,"14,027",19,429,0,1,3,785,12,299,35,"15,610"
2022,DAKSH INDUSTRIES,0,0,0,0,"3,225",0,0,0,0,0,0,0,0,0,0,0,"3,225"
2022,DAO EVTECH PRIVATE LIMITED,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
2022,DASHMESH TRADERS,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,83
2022,DASMESH AGRICULTURAL INDUSTRIES PVT LTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
2022,DASMESH AGRICULTURE WORKS,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,36,38
2022,DASMESH MECHANICAL WORKS PVT.LTD,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,306,309
2022,DAVE EXIM PVT LTD,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,243
2022,DEEP DRAWN TECHNOLOGIES,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4
2022,"DEEPTI ENGINEERING AND IRON AND STEEL INDUSTRY, MALKANGIRI",0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,14
2022,DELTA AUTOCORP LLP,0,0,0,0,"1,334",0,0,0,0,0,0,0,0,0,0,0,"1,334"
2022,DELTEK ENTERPRISES PVT LTD,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8
2022,DEMAG DEMAG HC 340,0,0,0,0,0,0,1,2,0,0,0,0,0,10,0,2,15
2022,DEV AGRO INDUSTRIES,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,17
2022,DEVAM ELECTRIC VEHICLES PVT LTD,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,12
2022,DEVANGI ENG..,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,92
2022,DEV ENGINEERING WORKS,0,0,0,0,0,0,0,0,0,142,1,0,0,0,0,0,143
2022,DEV MOTORS,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,74
2022,DEWAN AGRICULTURE WORKS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,10
2022,DHANALAKSHMI ENGINEERING WORKS,0,0,0,0,0,0,0,0,0,23,2,0,0,0,0,0,25
2022,DHANLAXMI FABRICATORS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2022,DHANNLAXMI AUTOWORKS,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
2022,DHAR IN PVT LTD,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,29
2022,DHAR INTERNATIONAL,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,104
2022,DHIMAN AGRICULTURE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14
2022,DHIMAN AGRICULTURE WORKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
2022,DHIMAN AGRO INDUSTRIES,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,7
2022,DHRITI ENTERPRISES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2022,"DIAMOND ENGG,CTC",0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,34
2022,DIAMOND E VEHICLES,0,0,0,0,303,0,0,0,0,0,0,0,0,0,0,0,303
2022,DILIGENT MOBILITY SERVICE PVT LTD,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2022,DILLI ELECTRIC AUTO PVT LTD,0,1,1,0,"13,987",0,0,0,0,2,0,0,0,0,0,335,"14,326"
2022,DIVANSU AUTOMOBILES LTD,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,142
2022,DIVYA ENTERPRISES,0,0,0,0,744,0,0,0,0,0,0,0,0,0,0,0,744
2022,D K DIESELS PVT LTD,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7
2022,D.K. MOTORS,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
2022,DODGE MOTORS,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
2022,DONGMA VEHICLE (IMPORTER: MERCURY METALS),0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
